Epoch 1, Train Loss: 0.1375, Validation Loss: 0.1327
Epoch 210, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 211, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 212, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 213, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 214, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 215, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 216, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 217, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 218, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 219, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 220, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 221, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 222, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 223, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 224, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 225, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 226, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 227, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 228, Train Loss: 0.1368, Validation Loss: 0.1339
Epoch 229, Train Loss: 0.1371, Validation Loss: 0.1328
Epoch 230, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 231, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 232, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 233, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 234, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 235, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 236, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 237, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 238, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 239, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 240, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 241, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 242, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 243, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 244, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 245, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 246, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 247, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 248, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 249, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 250, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 251, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 252, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 253, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 254, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 255, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 256, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 257, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 258, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 259, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 260, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 261, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 262, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 263, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 264, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 265, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 266, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 267, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 268, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 269, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 270, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 271, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 272, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 273, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 274, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 275, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 276, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 277, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 278, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 279, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 280, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 281, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 282, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 283, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 284, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 285, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 286, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 287, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 288, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 289, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 290, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 291, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 292, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 293, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 294, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 295, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 296, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 297, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 298, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 299, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 300, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 301, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 302, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 303, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 304, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 305, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 306, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 307, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 308, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 309, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 310, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 311, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 312, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 313, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 314, Train Loss: 0.1369, Validation Loss: 0.1328
Epoch 315, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 316, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 317, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 318, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 319, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 320, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 321, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 322, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 323, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 324, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 325, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 326, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 327, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 328, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 329, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 330, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 331, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 332, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 333, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 334, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 335, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 336, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 337, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 338, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 339, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 340, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 341, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 342, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 343, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 344, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 345, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 346, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 347, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 348, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 349, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 350, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 351, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 352, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 353, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 354, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 355, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 356, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 357, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 358, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 359, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 360, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 361, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 362, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 363, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 364, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 365, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 366, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 367, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 368, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 369, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 370, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 371, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 372, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 373, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 374, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 375, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 376, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 377, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 378, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 379, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 380, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 381, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 382, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 383, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 384, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 385, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 386, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 387, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 388, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 389, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 390, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 391, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 392, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 393, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 394, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 395, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 396, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 397, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 398, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 399, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 400, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 401, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 402, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 403, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 404, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 405, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 406, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 407, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 408, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 409, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 410, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 411, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 412, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 413, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 414, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 415, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 416, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 417, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 418, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 419, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 420, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 421, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 422, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 423, Train Loss: 0.1375, Validation Loss: 0.1327
Epoch 424, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 425, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 426, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 427, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 428, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 429, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 430, Train Loss: 0.1369, Validation Loss: 0.1327
Epoch 431, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 432, Train Loss: 0.1368, Validation Loss: 0.1328
Epoch 433, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 434, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 435, Train Loss: 0.1368, Validation Loss: 0.1327
Epoch 436, Train Loss: 0.1368, Validation Loss: 0.1327
